cap,location
"We got to the church first, and when the four-wheeler drove up we waited for him to step out, but he never did, and when the cabman got down from the box and looked there was no one there!",['street']
"The puny plot of the story was so thin, however, when compared to the deep mystery through which we were groping, and I found my attention wander so continually from the action to the fact, that I at last flung it across the room and gave myself up entirely to a consideration of the events of the day.",['street']
"Filled with the most maddening doubts and fears, she rushed down the lane and, by rare good-fortune, met in Fresno Street a number of constables with an inspector, all on their way to their beat.",['street']
"Passing down the Waterloo Bridge Road we crossed over the river, and dashing up Wellington Street wheeled sharply to the right and found ourselves in Bow Street.",['street']
Things went from bad to worse until some boys and young fellows began to throw snowballs and stones.,['street']
"Now, said Gouverneur Morris, the sheep, simple as they are, cannot be gulled as heretofore.",['street']
Their meeting places were often attacked and sometimes burned to the ground.,['street']
Business stopped and a large part of the city passed absolutely into the control of the mob.,['street']
"The total capital of the company was fixed at a definite sum, its earnings were agreed upon, and the city was given the right to buy and operate the system if it desired to do so.",['street']
In New York the subways are owned by the city but leased for operation.,['street']
"The movements are so forcible and so continuous that the nurse has great difficulty in keeping the bedclothes on the patient, or even in keeping him in bed.",['street']
"On the way Pierre remembered that Anatole Kuragin was expecting the usual set for cards that evening, after which there was generally a drinking bout, finishing with visits of a kind Pierre was very fond of.",['street']
"My dear Boris, said the mother, drawing her hand from beneath her old mantle and laying it timidly and tenderly on her son's arm, be affectionate and attentive to him.",['street']
"At the quarters of the commander in chief, Kutuzov, where he inquired for Bolkonski, all the adjutants and even the orderlies looked at him as if they wished to impress on him that a great many officers like him were always coming there and that everybody was heartily sick of them.",['street']
Only looking up at the sky did Pierre cease to feel how sordid and humiliating were all mundane things compared with the heights to which his soul had just been raised.,['street']
"At dinner, having placed Balashev beside him, Napoleon not only treated him amiably but behaved as if Balashev were one of his own courtiers, one of those who sympathized with his plans and ought to rejoice at his success.",['street']
From different sides came whistling sounds and the thud of cannon balls and bursting shells falling on the town.,['street']
"Some of the soldiers were frightened and ran away, others went on filling their bags.",['street']
"But, above all, the French will be here any day now, so what are we waiting for?",['street']
"Do not be upset, brothers, that the law courts are closed; things have to be put in order, and we will deal with villains in our own way!",['street']
"But Mavra Kuzminichna stood at the closed gate for some time with moist eyes, pensively swaying her head and feeling an unexpected flow of motherly tenderness and pity for the unknown young officer.",['street']
For a long time Natasha listened attentively to the sounds that reached her from inside and outside the room and did not move.,['street']
"He did not at first recognize the place from which he had set out to look for the child, so crowded was it now with people and goods that had been dragged out of the houses.",['street']
"At the bridge they all halted, waiting for those in front to get across.",['street']
"From all sides, like the roar of the sea, were heard the rattle of wheels, the tramp of feet, and incessant shouts of anger and abuse.",['street']
"It was not till nearly evening that the officer commanding the escort collected his men and with shouts and quarrels forced his way in among the baggage trains, and the prisoners, hemmed in on all sides, emerged onto the Kaluga road.",['street']
Only when alone together were they free from such outrage and pain.,['street']
"The picturesqueness of the chimney stacks and tumble-down walls of the burned-out quarters of the town, stretching out and concealing one another, reminded him of the Rhine and the Colosseum.",['street']
"He carried a broad-brimmed hat in his hand, while he wore across the upper part of his face, extending down past the cheekbones, a black vizard mask, which he had apparently adjusted that very moment, for his hand was still raised to it as he entered.",['top']
"I walked round it and examined it closely from every point of view, but without noting anything else of interest.",['top']
"Altogether, look as I would, there was nothing remarkable about the man save his blazing red head, and the expression of extreme chagrin and discontent upon his features.",['top']
"A groan of disappointment came up from below, and the folk all trooped away in different directions until there was not a red-head to be seen except my own and that of the manager.",['top']
"I cannot see that there is anything very funny, cried our client, flushing up to the roots of his flaming head.",['top']
"You are not very vulnerable from above, Holmes remarked as he held up the lantern and gazed about him.",['top']
"On the contrary, said Holmes, it is the brightest rift which I can at present see in the clouds.",['top']
"If the police are to hush this thing up, there must be no more of Hugh Boone.",['top']
"When you see a man with whiskers of that cut and the 'Pink 'un' protruding out of his pocket, you can always draw him by a bet, said he.",['top']
"Then she threw open a door which led into a bedroom, through the window of which the moon was shining brightly.",['top']
"As to his dress, it was careful to the verge of foppishness, with high collar, black frock-coat, white waistcoat, yellow gloves, patent-leather shoes, and light-coloured gaiters.",['top']
"She sits in her own little office, and the ladies who are seeking employment wait in an anteroom, and are then shown in one by one, when she consults her ledgers and sees whether she has anything which would suit them.",['top']
"A prodigiously stout man with a very smiling face and a great heavy chin which rolled down in fold upon fold over his throat sat at her elbow with a pair of glasses on his nose, looking very earnestly at the ladies who entered.",['top']
"'  The manageress had sat all this while busy with her papers without a word to either of us, but she glanced at me now with so much annoyance upon her face that I could not help suspecting that she had lost a handsome commission through my refusal.",['top']
"My wife is very anxious that you should come, for she has been much attracted by my description of you.",['top']
"This ancient political principle, so well understood in diplomatic circles, applied nearly as well to the original thirteen American colonies as to the countries of Europe.",['top']
"Without money, without an army, without courts of law, the union under the Articles of Confederation was drifting into dissolution.",['top']
"In proclaiming neutrality, they early accepted the Confederates as belligerents and accorded them the rights of people at war--a measure which aroused anger in the North at first but was later admitted to be sound.",['top']
"In this way, by two measures Congress restored federal control over the monetary system although it did not reestablish the United States Bank so hated by Jacksonian Democracy.",['top']
This precipitated one of the sharpest political battles in American history.,['top']
"This filament either joins with a neighbouring capillary or with a similar filament, and in time these become hollow and are filled with blood from the vessels that gave them origin.",['top']
"In this way white fibrous tissue is formed, the cells of which are arranged in parallel lines and eventually become grouped in bundles, constituting fully formed white fibrous tissue.",['top']
"There are certain details making for success that merit attention: the graft must not be roughly handled or allowed to dry, or be subjected to chemical irritation; it must be brought into accurate contact with the new soil, no blood-clot intervening between the two, no movement of the one upon the other should be possible and all infection must be excluded; it will be observed that these are exactly the same conditions that permit of the primary healing of wounds, with which of course the healing of grafts is exactly comparable.",['top']
"The great majority multiply by simple fission, each parent cell giving rise to two daughter cells, and this process goes on with extraordinary rapidity.",['top']
"The influences which contribute to bring about this form of exhaustion that we call shock are varied, and include such emotional states as fear, anxiety, or worry, physical injury and toxic infection, and the effects of these factors are augmented by anything that tends to lower the vitality, such as loss of blood, exposure, insufficient food, loss of sleep or antecedent illness.",['top']
"The hands may become seriously crippled, especially when the tendon sheaths and bursae also are affected; the crippling resembles that resulting from arthritis deformans but it differs in not being symmetrical.",['top']
"_See_ Individual Tissues     conditions interfering with, 17     after loss of tissue, 4     modifications of, 4     of separated parts, 5    Rest, 17    Rests, foetal, 181    Retention cysts, 212    Retro-pharyngeal lymph glands, 322    Reverdin's method of skin-grafting, 13    Rhabdomyoma, 196    Rheumatic arthritis, 524     fever, 509     gout, 524     torticollis, 413    Rheumatism, acute, 509     chronic, 523     gonorrhoeal, 510     muscular, 412     scarlatinal, 508    Rheumatoid arthritis, 524    Rhinophyma, 393    Rickets, 468     bone lesions in, 469     changes in skeleton in, 470     late, 472     scurvy, 473    Rickety, dwarf, 469     pelvis, 471     rosary, 469     scoliosis, 471    Rider's bone, 418     sprain, 407    Rigidity of joints, 502    Rigor, 36    Risus sardonicus, 114    Rodent cancer, 210, 395     ulcer, 210, 395    Rontgen rays.",['top']
"The execution of the Duc d'Enghien, declared Monsieur Pierre, was a political necessity, and it seems to me that Napoleon showed greatness of soul by not fearing to take on himself the whole responsibility of that deed.",['top']
"Sonya was sitting close to Nicholas who was copying out some verses for her, the first he had ever written.",['top']
"He could remain silent for hours without being at all put out of countenance himself or making others uncomfortable, but as soon as the conversation concerned himself he would begin to talk circumstantially and with evident satisfaction.",['top']
This meant that Tikhon was not handing him the waistcoat he wanted.,['top']
"I know that no one can help if nature does not do her work, said Prince Andrew, evidently confused.",['top']
Kutuzov and the Austrian general were talking in low voices and Kutuzov smiled slightly as treading heavily he stepped down from the carriage just as if those two thousand men breathlessly gazing at him and the regimental commander did not exist.,['top']
"His suite, not having expected this, involuntarily came closer to him.",['top']
The weather had cleared again since noon and the sun was descending brightly upon the Danube and the dark hills around it.,['top']
"You spoke to me of inflammable material, said he, but you said nothing about firing it.",['top']
The general had so wished to do this and was so sorry he had not managed to do it that it seemed to him as if it had really happened.,['top']
"Pierre smiled, but his smile showed that he knew it was not the story about Sergey Kuzmich that interested Prince Vasili just then, and Prince Vasili saw that Pierre knew this.",['top']
"Among the gentlemen of the suite, Rostov noticed Bolkonski, sitting his horse indolently and carelessly.",['top']
Rostov saw the Cossacks and then the first and second squadrons of hussars and infantry battalions and artillery pass by and go forward and then Generals Bagration and Dolgorukov ride past with their adjutants.,['top']
The colonel at the head of the regiment was much surprised at the commander in chief's order to throw out skirmishers.,['top']
"The Emperor Francis, a rosy, long faced young man, sat very erect on his handsome black horse, looking about him in a leisurely and preoccupied manner.",['top']
"But at that very instant a cloud of smoke spread all round, firing was heard quite close at hand, and a voice of naive terror barely two steps from Prince Andrew shouted, Brothers!",['top']
The man announced that the Tsar had been driven in a carriage at full speed about an hour before along that very road and that he was dangerously wounded.,['top']
"A cannon ball killed someone behind them, another fell in front and splashed Dolokhov with blood.",['top']
"Move on a hundred yards and we are certainly saved, remain here another two minutes and it is certain death, thought each one.",['top']
Pierre could not and did not wish to break this silence.,['top']
"CHAPTER XIV   The pilgrim woman was appeased and, being encouraged to talk, gave a long account of Father Amphilochus, who led so holy a life that his hands smelled of incense, and how on her last visit to Kiev some monks she knew let her have the keys of the catacombs, and how she, taking some dried bread with her, had spent two days in the catacombs with the saints.",['top']
"I cannot, because the law is stronger than I, and he raised his foot to the stirrup.",['top']
voices whispered to Lazarev who did not know where to go.,['top']
"Natasha at once recognized the shorter and younger man in the white uniform: it was Bolkonski, who seemed to her to have grown much younger, happier, and better-looking.",['top']
"This person was a gray-bearded old man in a woman's cloak, with a tall peaked cap on his head.",['top']
"And Natasha felt that this costume, the very one she had regarded with surprise and amusement at Otradnoe, was just the right thing and not at all worse than a swallow-tail or frock coat.",['top']
"Does it matter, Count, how the Note is worded, he asked, so long as its substance is forcible?",['top']
"He had long been thinking of entering the army and would have done so had he not been hindered, first, by his membership of the Society of Freemasons to which he was bound by oath and which preached perpetual peace and the abolition of war, and secondly, by the fact that when he saw the great mass of Muscovites who had donned uniform and were talking patriotism, he somehow felt ashamed to take the step.",['top']
"The firing was still proceeding when officers, generals, and gentlemen-in-waiting came running out of the cathedral, and after them others in a more leisurely manner: caps were again raised, and those who had run to look at the cannon ran back again.",['top']
"Old Rostov could not tell his wife of what had passed without tears, and at once consented to Petya's request and went himself to enter his name.",['top']
"Russian authors are still fonder of telling us that from the commencement of the campaign a Scythian war plan was adopted to lure Napoleon into the depths of Russia, and this plan some of them attribute to Pfuel, others to a certain Frenchman, others to Toll, and others again to Alexander himself- pointing to notes, projects, and letters which contain hints of such a  line of action.",['top']
"And not only was Napoleon not afraid to extend his line, but he welcomed every step forward as a triumph and did not seek battle as eagerly as in former campaigns, but very lazily.",['top']
"Meanwhile still more projectiles, now with the swift sinister whistle of a cannon ball, now with the agreeable intermittent whistle of a shell, flew over people's heads incessantly, but not one fell close by, they all flew over.",['top']
"Dronushka, she said, regarding as a sure friend this Dronushka who always used to bring a special kind of gingerbread from his visit to the fair at Vyazma every year and smilingly offer it to her, Dronushka, now since our misfortune.",['top']
"The sunshine from behind the hill did not penetrate into the cutting and there it was cold and damp, but above Pierre's head was the bright August sunshine and the bells sounded merrily.",['top']
"They seemed not to have expected him to talk like anybody else, and the discovery that he did so delighted them.",['top']
"But not only was it impossible to make out what was happening from where he was standing down below, or from the knoll above on which some of his generals had taken their stand, but even from the fleches themselves--in which by this time there were now Russian and now French soldiers, alternately or together, dead, wounded, alive, frightened, or maddened--even at those fleches themselves it was impossible to make out what was taking place.",['top']
Prince Andrew opened his eyes and for a long time could not make out what was going on around him.,['top']
"By impetus gained, the French army was still able to roll forward to Moscow, but there, without further effort on the part of the Russians, it had to perish, bleeding from the mortal wound it had received at Borodino.",['top']
After the battle of Borodino the abandonment and burning of Moscow was as inevitable as the retreat of the army beyond Moscow without fighting.,['top']
"The people awaited the enemy unconcernedly, did not riot or become excited or tear anyone to pieces, but faced its fate, feeling within it the strength to find what it should do at that most difficult moment.",['top']
"The first people to go away were the rich educated people who knew quite well that Vienna and Berlin had remained intact and that during Napoleon's occupation the inhabitants had spent their time pleasantly in the company of the charming Frenchmen whom the Russians, and especially the Russian ladies, then liked so much.",['top']
"They knew that it was for the army to fight, and that if it could not succeed it would not do to take young ladies and house serfs to the Three Hills quarter of Moscow to fight Napoleon, and that they must go away, sorry as they were to abandon their property to destruction.",['top']
"I was driving past Yusupov's house just now, said Berg with a laugh, when the steward, a man I know, ran out and asked me whether I wouldn't buy something.",['top']
"He knew all this and therefore waited calmly for what would happen, with more patience than the horses, especially the near one, the chestnut Falcon, who was pawing the ground and champing his bit.",['top']
"In fact, however, though now much farther off than before, the Rostovs all saw Pierre--or someone extraordinarily like him--in a coachman's coat, going down the street with head bent and a serious face beside a small, beardless old man who looked like a footman.",['top']
"After supper he lay down on a sofa without undressing, and was awakened soon after midnight by a courier bringing him a letter from Kutuzov.",['top']
"Yet all the same this information astonished and irritated the count, coming as it did in the form of a simple note with an order from Kutuzov, and received at night, breaking in on his beauty sleep.",['top']
"Though he knew it was coming, he did not till the last moment wholeheartedly believe that Moscow would be abandoned, and did not prepare for it.",['top']
Those about him had never seen the count so morose and irritable.,['top']
"A vein in the young man's long thin neck swelled like a cord and went blue behind the ear, and suddenly his face flushed.",['top']
The count's face was white and he could not control the feverish twitching of his lower jaw.,['top']
"Had I been simply Theodore Vasilyevich my course of action would have been quite different, but it was my duty to safeguard my life and dignity as commander in chief.",['top']
Since the world began and men have killed one another no one has ever committed such a crime against his fellow man without comforting himself with this same idea.,['top']
"Even now he felt clearly that the gory trace of that recollection would not pass with time, but that the terrible memory would, on the contrary, dwell in his heart ever more cruelly and painfully to the end of his life.",['top']
"In reality, however, it was not, and could not be, possible to explain the burning of Moscow by making any individual, or any group of people, responsible for it.",['top']
"Moscow was set on fire by the soldiers' pipes, kitchens, and campfires, and by the carelessness of enemy soldiers occupying houses they did not own.",['top']
"One of its sides had fallen in, another was on fire, and bright flames issued from the openings of the windows and from under the roof.",['top']
"When he came to himself after being wounded and the flower of eternal, unfettered love had instantly unfolded itself in his soul as if freed from the bondage of life that had restrained it, he no longer feared death and ceased to think about it.",['top']
"said the Russian officers and generals after the Tarutino battle, letting it be understood that some fool there is doing things all wrong but that we ourselves should not have done so, just as people speak today.",['top']
"Once at a standstill they all seemed to understand that they did not yet know where they were going, and that much that was painful and difficult awaited them on this journey.",['top']
"Among the trees a man with long legs and long, swinging arms, wearing a short jacket, bast shoes, and a Kazan hat, was approaching with long, light steps.",['top']
"Kutuzov replied: And I shall not abandon Moscow without a battle, though Moscow was then already abandoned.",['top']
"He stayed so long that Princess Mary and Natasha exchanged glances, evidently wondering when he would go.",['top']
"These questions, then as now, existed only for those who see nothing in marriage but the pleasure married people get from one another, that is, only the beginnings of marriage and not its whole significance, which lies in the family.",['top']
He has abandoned himself altogether to this mysticism (Pierre could not tolerate mysticism in anyone now).,['top']
"Just as in a dream when all is uncertain, unreasoning, and contradictory, except the feeling that guides the dream, so in this intercourse contrary to all laws of reason, the words themselves were not consecutive and clear but only the feeling that prompted them.",['top']
The man who explains the movement of the locomotive by the smoke that is carried back has noticed that the wheels do not supply an explanation and has taken the first sign that occurs to him and in his turn has offered that as an explanation.,['top']
This relation of the men who command to those they command is what constitutes the essence of the conception called power.,['top']
"On the left ran a lane which led to the stables, and was not itself within the grounds at all, being a public, though little used, thoroughfare.",['kitchen']
"One with a white plume in his hat seemed familiar to Rostov; the other on a beautiful chestnut horse (which Rostov fancied he had seen before) rode up to the ditch, struck his horse with his spurs, and giving it the rein leaped lightly over.",['kitchen']
"He looked about him anxiously in the glare of the lamp, and I could see that his face was pale and his eyes heavy, like those of a man who is weighed down with some great anxiety.",['water']
"It proved to be that of a young gentleman whose name, as it appears from an envelope which was found in his pocket, was John Openshaw, and whose residence is near Horsham.",['water']
"The machine goes readily enough, but there is some stiffness in the working of it, and it has lost a little of its force.",['water']
"I have determined, therefore, to call upon you and to consult you in reference to the very painful event which has occurred in connection with my wedding.",['water']
Those are all the notices which appeared before the disappearance of the bride.,['water']
"Pioneers, pushing up through the valley of the Schuylkill, spread over the fertile lands of Berks and Lancaster counties, laying out Reading in 1748.",['water']
"The Connecticut, Hudson, Delaware, and Susquehanna rivers in the North and the many smaller rivers in the South made it possible for goods to be brought from, and carried to, the interior regions in little sailing vessels with comparative ease.",['water']
"Such was, long afterward, the judgment of the conservative historian Lecky: The conduct of England in hiring German mercenaries to subdue the essentially English population beyond the Atlantic made reconciliation hopeless and independence inevitable.",['water']
"When, in the summer of 1807, the American frigate _Chesapeake_ refused to surrender men alleged to be deserters from King George's navy, the British warship _Leopard_ opened fire, killing three men and wounding eighteen more--an act which even the British ministry could hardly excuse.",['water']
"Whether they wanted to settle in Ohio, Kentucky, or western Tennessee they could find their way down the drifting flood to their destination or at least to some spot near it.",['water']
"Robert Fulton, the inventor of the steamboat, was another man of vision who for many years pressed upon his countrymen the necessity of uniting East and West by a canal which would cement the union, raise the value of the public lands, and extend the principles of confederate and republican government.",['water']
"Passengers could now travel by canal boat into the West with comparative ease and comfort, if not at a rapid speed, and the bulkiest of freight could be easily handled.",['water']
"In the wake of the fur hunters, forest men, and farmers came miners from Kentucky, Tennessee, and Missouri crowding in to exploit the lead ores of the northwest, some of them bringing slaves to work their claims.",['water']
"The cotton manufacture alone employs six thousand persons in Lowell, wrote a French observer in 1836; of this number nearly five thousand are young women from seventeen to twenty-four years of age, the daughters of farmers from the different New England states.",['water']
"About forty miles of the track were burned, the cross-ties entirely destroyed, and the rails bent and twisted in such a manner as to require great labor to straighten and a large portion of them requiring renewal.",['water']
The produce of the West and the manufactures of the East poured through it in an endless stream.,['water']
"If, as is alleged, Germany entertained a notion of challenging American sea power then and there, the presence of British ships must have dispelled that dream.",['water']
Nearly eight thousand miles were cut off the sea voyage from New York to San Francisco.,['water']
"Indeed, in his first message to Congress he placed the conservation of natural resources among the most vital internal problems of the age, and forcibly emphasized an issue that had been discussed in a casual way since Cleveland's first administration.",['water']
"In a word, those who labored to master the secrets and the powers of nature were summoned to the aid of the government: chemists, engineers, architects, nurses, surgeons, foresters--the skilled in all the sciences, arts, and crafts.",['water']
In New York the subways are owned by the city but leased for operation.,['water']
"The German decree added that, as the British admiralty had ordered the use of neutral flags by English ships in time of distress, neutral vessels would be in danger of destruction if found in the forbidden area.",['water']
Never before in the annals of civilization has an attempt been made to take as much as two-thirds of a man's income by taxation.,['water']
"Though the German fleet failed to come out and challenge the sea power of the Allies, the battleships of the United States were always ready to do their full duty in such an event.",['water']
"To raise and support armies, but no appropriation of money to that use shall be for a longer term than two years;  13.",['water']
"In all advancing purulent conditions, in septic poisonings, in pneumonia, and in cancerous growths associated with ulceration, a certain number of the polynuclear leucocytes are stained a brown or reddish-brown colour, due to the action of the iodine on some substance in the cells of the nature of glycogen.",['water']
"A milder form of employing cold is by means of evaporating lotions: a thin piece of lint or gauze is applied over the inflamed part and kept constantly moist with the lotion, the dressing being left freely exposed to allow of continuous evaporation.",['water']
The administration of opiates may be necessary for the relief of pain.,['water']
"Where the granulations are vascular and bleed easily, it becomes sanious from admixture with red corpuscles; while, if a blood-clot be broken down and the debris mixed with the pus, it contains granules of blood pigment and is said to be grumous.",['water']
"When gangrene occurs, it is treated on the same lines as other forms of dry gangrene, but if amputation is called for it is only with a view to removing the dead part.",['water']
"Weak carbolic lotions, or lead and opium lotion, are useful in allaying the local irritation.",['water']
"They resist the action of the products of putrefaction for a considerable time, and are not destroyed by digestive processes in the stomach and intestine.",['water']
"In the treatment of _iritis_ the eyes are shaded from the light and completely rested, and the pupil is well dilated by atropin to prevent adhesions.",['water']
It is advisable to continue the iodides for from one to three months after the lesions for which they are given have cleared up.,['water']
"Ice only relieves thirst for a short time, and as it is liable to induce flatulence should be avoided, especially in abdominal cases.",['water']
"When the bleeding is more copious, it is usually due to a ligature having slipped from a large vessel such as the external jugular vein after operations in the neck, and the wound must be opened up and the vessel again secured.",['water']
"Transfusion of blood is most valuable as _a preliminary to operation_ in patients who are bloodless as a result of haemorrhage from gastric and duodenal ulcers, and in bleeders.",['water']
"Female members of haemophilia families sometimes show a tendency to excessive haemorrhage, but they seldom manifest the characteristic features met with in the male members.",['water']
"This has been observed chiefly after extensive operation for the removal of malignant glands in the groin where there already exists a considerable degree of obstruction to the lymph stream, and in such cases the lymph, including that which has accumulated in the vessels of the limb, may escape in such abundance as to soak through large dressings and delay healing.",['water']
"Had the Russian army been alone without any allies, it might perhaps have been a long time before this consciousness of mismanagement became a general conviction, but as it was, the disorder was readily and naturally attributed to the stupid Germans, and everyone was convinced that a dangerous muddle had been occasioned by the sausage eaters.",['water']
"Every ten seconds a cannon ball flew compressing the air around, or a shell burst in the midst of that dense throng, killing some and splashing with blood those near them.",['water']
"Just before dinner, Count Ilya Rostov presented his son to Bagration, who recognized him and said a few words to him, disjointed and awkward, as were all the words he spoke that day, and Count Ilya looked joyfully and proudly around while Bagration spoke to his son.",['water']
"There was nothing wrong or unseemly in what they said, it was witty and might have been funny, but it lacked just that something which is the salt of mirth, and they were not even aware that such a thing existed.",['water']
"He believed this so firmly that others, looking at him, were persuaded of it too and did not refuse him either a leading place in society or money, which he borrowed from anyone and everyone and evidently would not repay.",['water']
"So here are our accounts all settled, said Dolokhov, showing him the memorandum.",['water']
"A man who simply wished to retain his lucrative post would today agree with Pfuel, tomorrow with his opponent, and the day after, merely to avoid responsibility or to please the Emperor, would declare that he had no opinion at all on the matter.",['water']
"All the officers appeared to be, and really were, in love with her that evening.",['water']
But Rostov went off to his squadron without waiting for tea.,['water']
"What would Sonya and the count and countess have done, how would they have looked, if nothing had been done, if there had not been those pills to give by the clock, the warm drinks, the chicken cutlets, and all the other details of life ordered by the doctors, the carrying out of which supplied an occupation and consolation to the family circle?",['water']
"He pushed forward, feeling stirred, but not yet sure what stirred him or what he would say.",['water']
"Prince Andrew was in command of a regiment, and the management of that regiment, the welfare of the men and the necessity of receiving and giving orders, engrossed him.",['water']
"The cavalry, on entering a merchant's house that had been abandoned and finding there stabling more than sufficient for their horses, went on, all the same, to the next house which seemed to them better.",['water']
"He also brought a bottle of kvass, taken from the kitchen for them to try.",['water']
"When he came to himself, Natasha, that same living Natasha whom of all people he most longed to love with this new pure divine love that had been revealed to him, was kneeling before him.",['water']
"It was not a ball, nor had dancing been announced, but everyone knew that Catherine Petrovna would play valses and the ecossaise on the clavichord and that there would be dancing, and so everyone had come as to a ball.",['water']
"At night he would go out for booty and always brought back French clothing and weapons, and when told to would bring in French captives also.",['water']
Cold shivers ran down his spine and his whole body pulsed rhythmically.,['water']
"In what distress we all seemed to be then, yet I would give much to bring back that time.",['water']
"Examining only those expressions of the will of historical persons which, as commands, were related to events, historians have assumed that the events depended on those commands.",['water']
"Many of the later immigrants, in their search for cheap lands, were compelled to go to the border; but in a large part the path breakers to the West were native Americans of the second and third generations.",['mountain']
"The voice of the democratic nationalism nourished in the West was heard when Clay of Kentucky advocated his American system of protection for industries; when Jackson of Tennessee condemned nullification in a ringing proclamation that has taken its place among the great American state papers; and when Lincoln of Illinois, in a fateful hour, called upon a bewildered people to meet the supreme test whether this was a nation destined to survive or to perish.",['mountain']
He pressed upon the governor of Virginia a project for a wagon road connecting the seaboard with the Ohio country and was active in a movement to improve the navigation of the Potomac.,['mountain']
"In nearly every coal-bearing region, iron was also discovered and the great fields of Michigan, Wisconsin, and Minnesota soon rivaled those of the Appalachian area.",['mountain']
"Petroleum, first pumped from the wells of Pennsylvania in the summer of 1859, made new fortunes equaling those of trade, railways, and land speculation.",['mountain']
"A broad domain, extending from Canada to Mexico, and embracing the regions now included in Washington, Idaho, Wyoming, Montana, Utah, Arizona, New Mexico, the Dakotas, and Oklahoma, had fewer than half a million inhabitants.",['mountain']
"Having the towns ready and railway and steamboat connections formed with the rest of the world, they carried out the people to use the railways, the steamships, the houses, and the land.",['mountain']
"It is one of the epics of civilization, this reclamation of the Southwest, and its heroes, thank God, are Americans.",['mountain']
"In a word, those who labored to master the secrets and the powers of nature were summoned to the aid of the government: chemists, engineers, architects, nurses, surgeons, foresters--the skilled in all the sciences, arts, and crafts.",['mountain']
"In view of the possible discomforts and gastric disturbance which may attend a sea-voyage, this should be recommended to patients suffering from tuberculous lesions with more caution than has hitherto been exercised.",['mountain']
"If Kutuzov decided to retreat along the road from Krems to Olmutz, to unite with the troops arriving from Russia, he risked being forestalled on that road by the French who had crossed the Vienna bridge, and encumbered by his baggage and transport, having to accept battle on the march against an enemy three times as strong, who would hem him in from two sides.",['mountain']
"No, but I am not praying for trifles now, he thought as he put his pipe down in a corner, and folding his hands placed himself before the icon.",['mountain']
People have called this kind of war guerrilla warfare and assume that by so calling it they have explained its meaning.,['mountain']
"In course of time the epithelium thickens, and as the granulation tissue is slowly replaced by young cicatricial tissue, which has a peculiar tendency to contract and so to obliterate the blood vessels in it, the scar that is left becomes smooth, pale, and depressed.",['surface']
"Before applying the grafts it is usual to scrape away the granulations until the young fibrous tissue underneath is exposed, but, if the granulations are healthy and can be rendered aseptic, the grafts may be placed on them directly.",['surface']
"As a dressing for the grafted area and of that also from which the grafts have been taken, gauze soaked in _liquid paraffin_--the patent variety known as _ambrine_ is excellent--appears to be the best; the gauze should be moistened every other day or so with fresh paraffin, so that, at the end of a week, when the grafts should have united, the gauze can be removed without risk of detaching them.",['surface']
"A third group of chronic inflammations are those that begin as an acute pyogenic inflammation, which, instead of resolving completely, persists in a chronic form.",['surface']
"Accordingly, many abscess cavities resulting from deep-seated suppuration are of irregular shape, with pouches and loculi in various directions--an arrangement which interferes with their successful treatment by incision and drainage.",['surface']
"Fistulae resulting from suppuration usually occur near the natural openings of mucous canals--for example, on the cheek, as a salivary fistula; beside the inner angle of the eye, as a lacrymal fistula; near the ear, as a mastoid fistula; or close to the anus, as a fistula-in-ano.",['surface']
"In the course of a few days this is replaced by the growth of _granulations_, which are of uniform size, of a pinkish-red colour, and moist with a slight serous exudate containing a few dead leucocytes.",['surface']
"The importance of imperfect venous return in the causation of such ulcers is evidenced by the fact that as soon as the condition of the circulation is improved by confining the patient to bed and elevating the limb, the ulcer begins to heal, even although all methods of local treatment have hitherto proved ineffectual.",['surface']
"Over this three or four thicknesses of sterilised gauze, wrung out of eusol, creolin, or sterilised water, are applied, and covered by a pad of absorbent wool.",['surface']
The area round the sore should be cleansed before the fresh dressing is applied.,['surface']
For this purpose the sore may be covered with gauze smeared with a 6 to 8 per cent.,['surface']
"Children are most commonly attacked, particularly about the toe-nails and on the scrotum.",['surface']
"Bacilli, whether inhaled or swallowed, are especially apt to lodge about the pharynx and pass to the pharyngeal lymphoid tissue and tonsils, and by way of the lymph vessels to the glands.",['surface']
"The best illustration of this is seen in the psoas abscess, which may originate in the dorsal vertebrae, extend downwards within the sheath of the psoas muscle, and finally appear in the thigh.",['surface']
The soft parts divided by the incision are sutured in layers so as to ensure primary union.,['surface']
"At the angle of the mouth the condylomatous patches may spread to the cheek, and when they ulcerate may leave fissure-like scars radiating from the mouth--an appearance best seen in inherited syphilis (Fig.",['surface']
"They are best seen on the inner aspect of the cheeks, the soft palate, uvula, pillars of the fauces, and tonsils.",['surface']
"If a wet dressing is required to cleanse the ulcer, black wash may be used; if a powder to promote dryness, one containing iodoform; if an ointment is indicated, the choice lies between the red oxide of mercury or the dilute nitrate of mercury ointment, and one consisting of equal parts of lanolin and vaselin with 2 per cent.",['surface']
"It grows slowly, and rarely causes any discomfort unless it presses upon a nerve-trunk or upon a bursa which has developed over it.",['surface']
"The transference of cancer from one human being to another, whether by accident, as in the case of a surgeon wounding his finger while operating for cancer, or by the deliberate introduction of a portion of cancerous tumour into the tissues, has never been known to occur.",['surface']
In doubtful cases the possibility of rendering the parts aseptic will often decide the question for or against amputation.,['surface']
A special form of pigmentation of the skin is seen on the front of the legs of women from exposure to the heat of the fire.,['surface']
